"disorder1	disorder2	ngenes1	ngenes2	class1	class2	ngenescommon"
"Lymphedema and ptosis	Lymphedema-distichiasis syndrome	3	3	Hematological	Hematological	3"
"Lymphedema and ptosis	Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus	3	3	Hematological	Hematological	3"
"Lymphedema and ptosis	Lymphedema, hereditary II	3	3	Hematological	Hematological	3"
"Lymphedema and ptosis	Yellow nail syndrome	3	3	Hematological	Immunological	3"
"Lymphedema-distichiasis syndrome	Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus	3	3	Hematological	Hematological	3"
"Lymphedema-distichiasis syndrome	Lymphedema, hereditary II	3	3	Hematological	Hematological	3"
"Lymphedema-distichiasis syndrome	Yellow nail syndrome	3	3	Hematological	Immunological	3"
"Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus	Lymphedema, hereditary II	3	3	Hematological	Hematological	3"
"Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus	Yellow nail syndrome	3	3	Hematological	Immunological	3"
"Lymphedema, hereditary II	Yellow nail syndrome	3	3	Hematological	Immunological	3"
"Lymphoma, B-cell non-Hodgkin, somatic	Lymphoma, mantle cell	3	3	Cancer	Cancer	3"
"Lymphoma, B-cell non-Hodgkin, somatic	T-cell prolymphocytic leukemia, sporadic	3	3	Cancer	Cancer	3"
"Lymphoma, follicular	Lymphoma, MALT	1	1	Cancer	Cancer	1"
"Lymphoma, follicular	Mesothelioma	1	1	Cancer	Cancer	1"
"Lymphoma, follicular	Sezary syndrome	1	1	Cancer	Cancer	1"
"Lymphoma, MALT	Mesothelioma	1	1	Cancer	Cancer	1"
"Lymphoma, MALT	Sezary syndrome	1	1	Cancer	Cancer	1"
"Lymphoma, mantle cell	T-cell prolymphocytic leukemia, sporadic	3	3	Cancer	Cancer	3"
"Lymphoma, somatic	Prostate cancer, somatic	2	2	Cancer	Cancer	2"
"Lymphoma, T-cell	Lynch cancer family syndrome II	4	4	Cancer	Cancer	4"
"Lymphoma, T-cell	Muir-Torre syndrome	4	4	Cancer	Cancer	4"
"Lymphoma, T-cell	Neurofibromatosis, type I, with leukemia	4	4	Cancer	Cancer	4"
"Lymphoma, T-cell	Ovarian cancer	4	4	Cancer	Cancer	4"
"Lymphoproliferative syndrome, X-linked	Rheumatoid arthritis, susceptibility to	5	4	Cancer	Connective tissue	1"
"Lymphoproliferative syndrome, X-linked	Systemic lupus erythematosus, susceptibility to	5	4	Cancer	Immunological	1"
"Lynch cancer family syndrome II	Muir-Torre syndrome	4	4	Cancer	Cancer	4"
"Lynch cancer family syndrome II	Neurofibromatosis, type I, with leukemia	4	4	Cancer	Cancer	4"
"Lynch cancer family syndrome II	Ovarian cancer	4	4	Cancer	Cancer	4"
"Macrocytic anemia, refractory, of 5q- syndrome	Myelodysplastic syndrome, preleukemic	2	2	Hematological	Muscular	2"
"Macrocytic anemia, refractory, of 5q- syndrome	Myelogenous leukemia, acute	2	2	Hematological	Cancer	2"
"Macrocytic anemia, refractory, of 5q- syndrome	Nonsmall cell lung cancer	2	2	Hematological	Cancer	2"
"Macular degeneration, age-related, 1	Nephropathy, chronic hypocomplementemic	3	3	Ophthamological	Renal	3"
"Macular degeneration, X-linked atrophic	Retinitis pigmentosa-3	5	5	Ophthamological	Ophthamological	5"
"Macular degeneration, X-linked atrophic	Retinitis pigmentosa, late-onset dominant	5	3	Ophthamological	Ophthamological	1"
"Macular degeneration, X-linked atrophic	Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	5	5	Ophthamological	Ophthamological	5"
"Macular degeneration, X-linked atrophic	Retinitis pigmentosa, X-linked, with recurrent respiratory infections	5	5	Ophthamological	Ophthamological	5"
"Macular dystrophy	Macular dystrophy, vitelliform	6	6	Ophthamological	Ophthamological	6"
"Macular dystrophy	Retinitis pigmentosa-7	6	6	Ophthamological	Ophthamological	6"
"Macular dystrophy	Retinitis pigmentosa, digenic	6	6	Ophthamological	Ophthamological	6"
"Macular dystrophy	Retinitis punctata albescens	6	6	Ophthamological	Ophthamological	6"
"Macular dystrophy, age-related, 2	Retinitis pigmentosa-19	5	5	Ophthamological	Ophthamological	5"
"Macular dystrophy, age-related, 2	Stargardt disease-1	5	5	Ophthamological	Ophthamological	5"
"Macular dystrophy, autosomal dominant, chromosome 6-linked	Stargardt disease 3	4	4	Ophthamological	Ophthamological	4"
"Macular dystrophy, vitelliform	Retinitis pigmentosa-7	6	6	Ophthamological	Ophthamological	6"
"Macular dystrophy, vitelliform	Retinitis pigmentosa, digenic	6	6	Ophthamological	Ophthamological	6"
"Macular dystrophy, vitelliform	Retinitis punctata albescens	6	6	Ophthamological	Ophthamological	6"
"Macular dystrophy, vitelliform type	Maculopathy, bull's-eye	1	1	Ophthamological	Ophthamological	1"
"Macular dystrophy, vitelliform type	Vitelliform macular dystrophy, adult-onset	1	1	Ophthamological	Ophthamological	1"
"Maculopathy, bull's-eye	Vitelliform macular dystrophy, adult-onset	1	1	Ophthamological	Ophthamological	1"
"Malaria, cerebral, reduced risk of	Malaria, cerebral, susceptibility to	1	1	Immunological	Immunological	1"
"Malaria, cerebral, reduced risk of	Platelet glycoprotein IV deficiency	1	1	Immunological	Hematological	1"
"Malaria, cerebral, susceptibility to	Platelet glycoprotein IV deficiency	1	1	Immunological	Hematological	1"
"Malaria, cerebral, susceptibility to	Migraine without aura, susceptibility to	2	2	Immunological	Neurological	2"
"Malaria, cerebral, susceptibility to	Septic shock, susceptibility to	2	2	Immunological	Immunological	2"
"Malignant hyperthermia susceptibility 5	Thyrotoxic periodic paralysis, susceptibility to	3	3	Neurological	Endocrine	3"
"Mandibuloacral dysplasia with type B lipodystrophy	Restrictive dermopathy, lethal	4	4	multiple	Dermatological	4"
"Marfan syndrome	MASS syndrome	3	3	Connective tissue	Connective tissue	3"
"Marfan syndrome	Shprintzen-Goldberg syndrome	3	3	Connective tissue	multiple	3"
"Marfan syndrome	Weill-Marchesani syndrome, dominant	3	3	Connective tissue	Connective tissue	3"
"Marfan syndrome	Weill-Marchesani syndrome, recessive	3	2	Connective tissue	Connective tissue	1"
"Marfan syndrome, atypical	Osteogenesis imperfecta, 3 clinical forms	1	1	Connective tissue	Bone	1"
"Marfan syndrome, atypical	Osteoporosis, idiopathic	1	1	Connective tissue	Bone	1"
"Marshall syndrome	Stickler syndrome, type II	2	2	multiple	multiple	2"
"MASS syndrome	Shprintzen-Goldberg syndrome	3	3	Connective tissue	multiple	3"
"MASS syndrome	Weill-Marchesani syndrome, dominant	3	3	Connective tissue	Connective tissue	3"
"MASS syndrome	Weill-Marchesani syndrome, recessive	3	2	Connective tissue	Connective tissue	1"
"Mast cell leukemia	Mastocytosis with associated hematologic disorder	2	2	Cancer	Immunological	2"
"Mast cell leukemia	Piebaldism	2	2	Cancer	Dermatological	2"
"Mastocytosis with associated hematologic disorder	Piebaldism	2	2	Immunological	Dermatological	2"
"May-Hegglin anomaly	Sebastian syndrome	4	4	Hematological	Hematological	4"
"McCune-Albright syndrome	Osseous heteroplasia, progressive	7	7	multiple	Bone	7"
"McCune-Albright syndrome	Pituitary ACTH secreting adenoma	7	7	multiple	Cancer	7"
"McCune-Albright syndrome	Pseudohypoparathyroidism, type Ia	7	7	multiple	Endocrine	7"
"McCune-Albright syndrome	Pseudohypoparathyroidism, type Ib	7	7	multiple	Endocrine	7"
"McCune-Albright syndrome	Somatotrophinoma	7	7	multiple	Endocrine	7"
"McLeod syndrome	McLeod syndrome with neuroacanthosis	1	1	Hematological	Hematological	1"
"Medullary thyroid carcinoma	Multiple endocrine neoplasia IIA	2	2	Cancer	Cancer	2"
"Medullary thyroid carcinoma	Multiple endocrine neoplasia IIB	2	2	Cancer	Cancer	2"
"Melanoma and neural system tumor syndrome	Melanoma, cutaneous malignant, 2	5	5	Cancer	Cancer	5"
"Melanoma and neural system tumor syndrome	Orolaryngeal cancer, multiple,	5	5	Cancer	Cancer	5"
"Melanoma and neural system tumor syndrome	Pancreatic cancer/melanoma syndrome	5	5	Cancer	Cancer	5"
"Melanoma, cutaneous malignant, 2	Orolaryngeal cancer, multiple,	5	5	Cancer	Cancer	5"
"Melanoma, cutaneous malignant, 2	Pancreatic cancer/melanoma syndrome	5	5	Cancer	Cancer	5"
"Melanoma, malignant sporadic	Pancreatic cancer, sporadic	3	3	Cancer	Cancer	3"
"Melanoma, malignant sporadic	Peutz-Jeghers syndrome	3	3	Cancer	Cancer	3"
"Melanoma, melignant, somatic	Nonsmall cell lung cancer, somatic	1	1	Cancer	Cancer	1"
"Melnick-Needles syndrome	Otopalatodigital syndrome, type I	8	8	Skeletal	multiple	8"
"Melnick-Needles syndrome	Otopalatodigital syndrome, type II	8	8	Skeletal	multiple	8"
"Melorheostosis with osteopoikilosis	Osteopoikilosis	2	2	Developmental	Bone	2"
"Memory impairment, susceptibility to	Obsessive-compulsive disorder, protection against	1	1	Neurological	Psychiatric	1"
"Meningioma	Oligodendroglioma	2	2	Cancer	Cancer	2"
"Meningioma	Prostate cancer	2	2	Cancer	Cancer	2"
"Meningioma	Thyroid carcinoma, follicular	2	2	Cancer	Cancer	2"
"Meningioma	VATER association with hydrocephalus	2	2	Cancer	multiple	2"
"Meningioma, NF2-related, somatic	Neurofibromatosis, type 2	1	1	Cancer	Cancer	1"
"Meningioma, NF2-related, somatic	Schwannomatosis	1	1	Cancer	Cancer	1"
"Menkes disease	Occipital horn syndrome	4	4	Neurological	multiple	4"
"Mental retardation, X-linked	Mental retardation, X-linked, with progressive spasticity	5	5	Neurological	Neurological	5"
"Mental retardation, X-linked	PPM-X syndrome	5	5	Neurological	Neurological	5"
"Mental retardation, X-linked	Rett syndrome	5	5	Neurological	Neurological	5"
"Mental retardation, X-linked	Rett syndrome, preserved speech variant	5	5	Neurological	Neurological	5"
"Mental retardation, X-linked 36	Mental retardation, X-linked 54	6	6	Neurological	Neurological	6"
"Mental retardation, X-linked 36	Myoclonic epilepsy with mental retardation and spasticity	6	6	Neurological	Neurological	6"
"Mental retardation, X-linked 36	Partington syndrome	6	6	Neurological	Neurological	6"
"Mental retardation, X-linked 36	Proud syndrome	6	6	Neurological	multiple	6"
"Mental retardation, X-linked	Mental retardation, X-linked, with seizures and carrier manifestations	2	2	Neurological	Neurological	2"
"Mental retardation, X-linked-44	Mental retardation, X-linked-9	5	5	Neurological	Neurological	5"
"Mental retardation, X-linked 54	Myoclonic epilepsy with mental retardation and spasticity	6	6	Neurological	Neurological	6"
"Mental retardation, X-linked 54	Partington syndrome	6	6	Neurological	Neurological	6"
"Mental retardation, X-linked 54	Proud syndrome	6	6	Neurological	multiple	6"
"Mental retardation, X-linked, Snyder-Robinson type	Smith-Magenis syndrome	3	3	Neurological	multiple	1"
"Mental retardation, X-linked, with progressive spasticity	PPM-X syndrome	5	5	Neurological	Neurological	5"
"Mental retardation, X-linked, with progressive spasticity	Rett syndrome	5	5	Neurological	Neurological	5"
"Mental retardation, X-linked, with progressive spasticity	Rett syndrome, preserved speech variant	5	5	Neurological	Neurological	5"
"Mephenytoin poor metabolizer	Opremazole poor metabolizer	2	2	Metabolic	Metabolic	2"
"Mephenytoin poor metabolizer	Proguanil poor metabolizer	2	2	Metabolic	Metabolic	2"
"Merkel cell carcinoma, somatic	Paragangliomas, familial central nervous system	2	2	Cancer	Cancer	2"
"Merkel cell carcinoma, somatic	Paragangliomas, familial nonchromaffin, 1, with and without deafness	2	2	Cancer	Cancer	2"
"Merkel cell carcinoma, somatic	Paraganglioma, sporadic corotid body	2	2	Cancer	Cancer	2"
"Merkel cell carcinoma, somatic	Pheochromocytoma	2	2	Cancer	Cancer	2"
"Mesangial sclerosis, isolated diffuse	WAGR syndrome	1	1	Renal	multiple	1"
"Mesangial sclerosis, isolated diffuse	Wilms tumor, type 1	1	1	Renal	Cancer	1"
"Mesothelioma	Sezary syndrome	1	1	Cancer	Cancer	1"
"Metaphyseal chondrodysplasia, Schmid type	Spondylometaphyseal dysplasia, Japanese type	1	1	Connective tissue	Skeletal	1"
"Methemoglobinemias, alpha-	Thalassemias, alpha-	1	1	Hematological	Hematological	1"
"Methemoglobinemias, beta-	Sickle cell anemia	1	1	Hematological	Hematological	1"
"Methemoglobinemias, beta-	Thalassemia-beta, dominant inclusion-body	1	1	Hematological	Hematological	1"
"Methemoglobinemias, beta-	Thalassemias, beta-	1	1	Hematological	Hematological	1"
"Methemoglobinemia, type I	Methemoglobinemia, type II	1	1	Hematological	Hematological	1"
"Methylcobalamin deficiency, cblG type	Spina bifida, risk of, 601634	1	1	Metabolic	Developmental	1"
"Microcephaly, autosomal recessive 1	Premature chromosome condensation with microcephaly and mental retardation	1	1	Neurological	Neurological	1"
"Micropenis	Precocious puberty, male	1	1	Renal	Developmental	1"
"Micropenis	Pseudohermaphroditism, male, with Leydig cell hypoplasia	1	1	Renal	Developmental	1"
"Microphthalmia with associated anomalies 2	Oculofaciocardiodental syndrome	4	4	Ophthamological	multiple	4"
"Migraine without aura, susceptibility to	Septic shock, susceptibility to	2	2	Neurological	Immunological	2"
"Miyoshi myopathy	Muscular dystrophy, limb-girdle, type 2B	2	2	Muscular	Muscular	2"
"Miyoshi myopathy	Myopathy, distal, with anterior tibial onset	2	2	Muscular	Muscular	2"
"MODY5 with nephron agenesis	MODY5 with non-diabetic renal disease and Mullerian aplasia	2	2	Endocrine	Endocrine	2"
"MODY5 with nephron agenesis	MODY, type V	2	2	Endocrine	Endocrine	2"
"MODY5 with non-diabetic renal disease and Mullerian aplasia	MODY, type V	2	2	Endocrine	Endocrine	2"
"MODY, type IV	Pancreatic agenesis	1	1	Endocrine	Gastrointestinal	1"
"Monilethrix	Sick sinus syndrome	2	5	Dermatological	Cardiovascular	1"
"Monilethrix	Ventricular fibrillation, idiopathic	2	5	Dermatological	Cardiovascular	1"
"Morning glory disc anomaly	Optic nerve hypoplasia/aplasia	3	3	Skeletal	Ophthamological	3"
"Morning glory disc anomaly	Peters anomaly	3	3	Skeletal	Developmental	3"
"Mucopolysaccharidosis Ih	Mucopolysaccharidosis Ih/s	2	2	Metabolic	Metabolic	2"
"Mucopolysaccharidosis Ih	Mucopolysaccharidosis Is	2	2	Metabolic	Metabolic	2"
"Mucopolysaccharidosis Ih/s	Mucopolysaccharidosis Is	2	2	Metabolic	Metabolic	2"
"Muenke syndrome	Thanatophoric dysplasia, types I and II	2	2	Skeletal	Skeletal	2"
"Muir-Torre syndrome	Turcot syndrome with glioblastoma	3	3	Cancer	Cancer	3"
"Muir-Torre syndrome	Neurofibromatosis, type I, with leukemia	4	4	Cancer	Cancer	4"
"Muir-Torre syndrome	Ovarian cancer	4	4	Cancer	Cancer	4"
"Multiple endocrine neoplasia I	Parathyroid adenoma, sporadic	1	1	Cancer	Cancer	1"
"Multiple endocrine neoplasia I	Prolactinoma, hyperparathyroidism, carcinoid syndrome	1	1	Cancer	Endocrine	1"
"Multiple endocrine neoplasia IIA	Multiple endocrine neoplasia IIB	2	2	Cancer	Cancer	2"
"Multiple malignancy syndrome	Nasopharyngeal carcinoma	3	3	Cancer	Cancer	3"
"Multiple malignancy syndrome	Osteosarcoma	3	3	Cancer	Cancer	3"
"Multiple malignancy syndrome	Pancreatic cancer	3	3	Cancer	Cancer	3"
"Multiple malignancy syndrome	Thyroid carcinoma	3	3	Cancer	Cancer	3"
"Multiple sclerosis, susceptibility to	Rheumatoid arthritis, susceptibility to	2	2	Neurological	Connective tissue	2"
"Multiple sclerosis, susceptibility to	Severe combined immunodeficiency due to PTPRC deficiency	3	3	Neurological	Immunological	3"
"Muscular dystrophy, congenital, 1C	Muscular dystrophy, limb-girdle, type 2I	3	3	Muscular	Muscular	3"
"Muscular dystrophy, congenital, due to partial LAMA2 deficiency	Muscular dystrophy, congenital merosin-deficient	2	2	Muscular	Muscular	2"
"Muscular dystrophy, Fukuyama congenital	Walker-Warburg syndrome	1	1	Muscular	multiple	1"
"Muscular dystrophy, limb-girdle, type 1A	Myotilinopathy	2	2	Muscular	Muscular	2"
"Muscular dystrophy, limb-girdle, type 2B	Myopathy, distal, with anterior tibial onset	2	2	Muscular	Muscular	2"
"Muscular dystrophy, limb-girdle, type 2K	Walker-Warburg syndrome	1	1	Muscular	multiple	1"
"Muscular dystrophy, limb-girdle, type IC	Myopathy, distal, with decreased caveolin 3	2	2	Muscular	Muscular	2"
"Muscular dystrophy, limb-girdle, type IC	Rippling muscle disease	2	2	Muscular	Muscular	2"
"Myasthenic syndrome	Myotonia congenita, atypical, acetazolamide-responsive	3	3	Muscular	Muscular	3"
"Myasthenic syndrome	Paramyotonia congenita	3	3	Muscular	Muscular	3"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	5	6	Muscular	Muscular	3"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	5	3	Muscular	Muscular	1"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	5	3	Muscular	Muscular	1"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	5	5	Muscular	Muscular	2"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	5	5	Muscular	Muscular	2"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	5	6	Muscular	Muscular	3"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	2"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	5"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	2"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	5	6	Muscular	Muscular	3"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	6	3	Muscular	Muscular	2"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	6	3	Muscular	Muscular	2"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	6	5	Muscular	Muscular	3"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	6	5	Muscular	Muscular	3"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	6	6	Muscular	Muscular	6"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	6	6	Muscular	Muscular	6"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	3	3	Muscular	Muscular	3"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	3	6	Muscular	Muscular	2"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	3	5	Muscular	Muscular	1"
"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	3	6	Muscular	Muscular	2"
"Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Myasthenic syndrome, fast-channel congenital	3	6	Muscular	Muscular	2"
"Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	3	5	Muscular	Muscular	1"
"Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Myasthenic syndrome, slow-channel congenital	3	6	Muscular	Muscular	2"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, fast-channel congenital	5	5	Muscular	Muscular	4"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, fast-channel congenital	5	6	Muscular	Muscular	3"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	5"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	2"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	4"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	6	Muscular	Muscular	3"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, fast-channel congenital	5	6	Muscular	Muscular	3"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	4"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	2"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	5"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	5	6	Muscular	Muscular	3"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	6	5	Muscular	Muscular	3"
"Myasthenic syndrome, fast-channel congenital	Myasthenic syndrome, slow-channel congenital	6	6	Muscular	Muscular	6"
"Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	2"
"Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	4"
"Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, slow-channel congenital	5	6	Muscular	Muscular	3"
"Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, slow-channel congenital	5	5	Muscular	Muscular	2"
"Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, slow-channel congenital	5	6	Muscular	Muscular	3"
"Myasthenic syndrome, slow-channel congenital	Myasthenic syndrome, slow-channel congenital	5	6	Muscular	Muscular	3"
"Mycobacterial infection, atypical, familial disseminated	Tuberculosis, susceptibility to	1	1	Immunological	Respiratory	1"
"Mycobacterial infection, atypical, familial disseminated	STAT1 deficiency, complete	1	1	Immunological	Unclassified	1"
"Myelodysplastic syndrome	Myelogenous leukemia, acute	2	2	Muscular	Cancer	2"
"Myelodysplastic syndrome, preleukemic	Myelogenous leukemia, acute	2	2	Muscular	Cancer	2"
"Myelodysplastic syndrome, preleukemic	Nonsmall cell lung cancer	2	2	Muscular	Cancer	2"
"Myelofibrosis, idiopathic	Polycythemia vera	1	1	Hematological	Hematological	1"
"Myelofibrosis, idiopathic	Thrombocythemia, essential	1	1	Hematological	Hematological	1"
"Myelogenous leukemia, acute	Nonsmall cell lung cancer	2	2	Cancer	Cancer	2"
"Myelokathexis, isolated	WHIM syndrome	4	4	Immunological	Immunological	4"
"Myelomonocytic leukemia, chronic	Myeloproliferative disorder with eosinophilia	2	2	Cancer	Cancer	2"
"Myocardial infarction susceptibility	Sea-blue histiocyte disease	2	2	Cardiovascular	Hematological	2"
"Myocardial infarction, susceptibility to	Renal tubular dysgenesis	3	3	Cardiovascular	Renal	3"
"Myocardial infarction, susceptibility to	SARS, progression of	3	3	Cardiovascular	Immunological	3"
"Myocardial infarction, susceptibility to	Stroke, susceptibility to	2	2	Cardiovascular	Cardiovascular	2"
"Myocardial infarction, susceptibility to	Thrombophilia due to thrombomodulin defect	2	2	Cardiovascular	Hematological	2"
"Myoclonic epilepsy with mental retardation and spasticity	Partington syndrome	6	6	Neurological	Neurological	6"
"Myoclonic epilepsy with mental retardation and spasticity	Proud syndrome	6	6	Neurological	multiple	6"
"Myopathy, actin, congenital, with cores	Myopathy, actin, congenital, with excess of thin myofilaments	4	4	Muscular	Muscular	4"
"Myopathy, actin, congenital, with cores	Myopathy, nemaline, 3	4	4	Muscular	Muscular	4"
"Myopathy, actin, congenital, with cores	Nemaline myopathy 1, autosomal dominant	4	2	Muscular	Muscular	1"
"Myopathy, actin, congenital, with excess of thin myofilaments	Myopathy, nemaline, 3	4	4	Muscular	Muscular	4"
"Myopathy, actin, congenital, with excess of thin myofilaments	Nemaline myopathy 1, autosomal dominant	4	2	Muscular	Muscular	1"
"Myopathy, distal, with decreased caveolin 3	Rippling muscle disease	2	2	Muscular	Muscular	2"
"Myopathy, Laing distal	Myopathy, myosin storage	3	3	Muscular	Muscular	3"
"Myopathy, nemaline, 3	Nemaline myopathy 1, autosomal dominant	4	2	Muscular	Muscular	1"
"Myotonia congenita, atypical, acetazolamide-responsive	Paramyotonia congenita	3	3	Muscular	Muscular	3"
"Myotonia congenita, dominant	Myotonia congenita, recessive	1	1	Muscular	Muscular	1"
"Myotonia congenita, dominant	Myotonia levior, recessive	1	1	Muscular	Muscular	1"
"Myotonia congenita, recessive	Myotonia levior, recessive	1	1	Muscular	Muscular	1"
"Myxoma, intracardiac	Pigmented adrenocortical disease, primary isolated	4	4	Cardiovascular	Cancer	4"
"Myxoma, intracardiac	Spastic paraplegia-7	4	4	Cardiovascular	Neurological	1"
"Myxoma, intracardiac	Thyroid carcinoma, papillary	4	4	Cardiovascular	Cancer	4"
"Nail-patella syndrome	Nail-patella syndrome with open-angle glaucoma	2	2	multiple	multiple	2"
"Nasopharyngeal carcinoma	Osteosarcoma	3	3	Cancer	Cancer	3"
"Nasopharyngeal carcinoma	Pancreatic cancer	3	3	Cancer	Cancer	3"
"Nasopharyngeal carcinoma	Thyroid carcinoma	3	3	Cancer	Cancer	3"
"Nephrolithiasis, type I	Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis	4	4	Renal	Renal	4"
"Nephronophthisis 4	Senior-Loken syndrome 4	2	2	Renal	Renal	2"
"Nephronophthisis, juvenile	Senior-Loken syndrome-1	3	3	Renal	Renal	3"
"Neural tube defects, maternal risk of	Spina bifida	2	2	Developmental	Developmental	2"
"Neurodegeneration, pantothenate kinase-associated	Schimke immunoosseous dysplasia	4	3	Neurological	Connective tissue	1"
"Neuroectodermal tumors, supratentorial primitive, with cafe-au-lait spots	Turcot syndrome with glioblastoma	3	3	multiple	Cancer	3"
"Neurofibromatosis, familial spinal	Neurofibromatosis-Noonan syndrome	4	4	Cancer	Cancer	4"
"Neurofibromatosis, familial spinal	Neurofibromatosis, type 1	4	4	Cancer	Cancer	4"
"Neurofibromatosis, familial spinal	Watson syndrome	4	4	Cancer	Cancer	4"
"Neurofibromatosis-Noonan syndrome	Neurofibromatosis, type 1	4	4	Cancer	Cancer	4"
"Neurofibromatosis-Noonan syndrome	Watson syndrome	4	4	Cancer	Cancer	4"
"Neurofibromatosis, type 1	Watson syndrome	4	4	Cancer	Cancer	4"
"Neurofibromatosis, type 2	Schwannomatosis	1	1	Cancer	Cancer	1"
"Neurofibromatosis, type I, with leukemia	Ovarian cancer	4	4	Cancer	Cancer	4"
"Neurofibrosarcoma	Prostate cancer, susceptibility to	1	1	Cancer	Cancer	1"
